ck3 title,czech
b_pernik,
c_pirin,
b_melnikpirin,
b_scaptopara,
b_maleshevo,
c_strumica,
b_strumica,
b_shtip,
b_prosek,
c_skopje,
b_skopje,
b_zegligovo,
b_tetovo,
b_veles,
b_kicevo,
b_prilep,
c_ohrid,
b_ohrid,
b_bitola,
b_devol,
b_kastoria,
b_goritsa,
d_philippopolis,
c_philippopolis,
b_philippopolis,
b_tsepina,
b_stanimaka,
b_krichim,
c_kran,
b_kran,
b_sliven,
b_kopsis,
b_dbilin,
c_beroe,
b_beroe,
b_janitsa,
b_potamuskastel,
b_haskovo,
c_adrianopolis,
b_adrianopolis,
b_matochina,
b_mezeshka,
b_lyutitsa,
c_zherkovo,
b_zherkovo,
b_smolyan,
b_ustra,
c_rhodopes,
b_nevropkop,
b_kalyatta,
b_dospat,
b_kavurskotokale,
k_cyprus,
d_cyprus,
c_nicosia,
b_nicosia,
b_stavrovouni,
b_cerynia,
c_limisol,
b_limisol,
b_paphos,
b_soli_CYP,
c_famagusta,
b_famagusta,
b_kantara,
b_salamiscyprus,
k_nikaea,
d_paphlagonia,
c_paphlagonia,
b_amastris,
b_aigialos,
b_ionopolis,
b_paphlagonia,
c_gangra,
b_gangra,
b_kandara,
c_pompeiopolis,
b_pompeiopolis,
b_castamon,
b_ziporea,
d_cibyrrhaeot,
c_lycia,
b_myra,
b_telmessos,
b_phaselis,
b_limyra,
c_rhodos,
b_rhodos,
b_kos,
b_lindos,
b_karpathos,
c_caria,
b_halikarnassos,
b_mylasa,
b_cridus,
b_aphrodisias,
c_pamphylia,
b_attaleia,
b_korakesion,
b_side,
d_opsikion,
c_nikaea,
b_nikaea,
b_crius,
b_apemea,
b_lopadion,
c_mysia,
b_miletopolis,
b_poimanenon,
b_appollonia,
b_hadrianoi,
c_prusa,
b_prusa,
b_helge,
b_catyaeum,
b_katyaion,
b_dabla,
c_dorylaion,
b_dorylaion,
b_midaeum_OPSI,
b_midaeum,
c_phrygia,
b_gordium,
b_oka,
b_soegud,
d_ephese,
c_ionia,
b_ephesos,
b_iassus,
b_tralleis,
b_miletus,
b_lebedos,
c_smyrna,
b_smyrna,
b_phocaea,
b_magnesia,
b_erythrai,
c_aeolis,
b_adramyttium,
b_pergamon,
d_thracesia,
c_lydia,
b_philadelphia,
b_sardes,
b_bagis,
b_silandos,
b_sebaste,
c_laodikeia,
b_laodikeia,
b_salda,
b_cibyra,
b_cremna,
b_olbasa,
c_thyatira,
b_thyatira,
b_attalia,
b_synaos,
b_tabala,
c_hadrianeia,
b_hadrianeia,
b_cybele,
b_cadi,
c_chonae,
b_chonae,
b_apamea,
d_optimatoi,
c_bithynia,
b_chalcedon,
b_chelai,
b_nikomedia,
c_tarsos,
b_tarsos,
b_prusias_ad_hypium,
b_modra,
d_bucellaria,
c_honorias,
b_herakleia,
b_claudiopolis,
c_vithynion,
b_boli,
b_cratea,
c_galatia,
b_ankyra,
b_vindia,
b_papira,
c_hadrianopolis,
b_hadrianopolis,
b_krateia,
b_iuliopolis,
b_lagania,
k_cilician,
d_cilicia,
c_cilicia,
b_tarsus,
b_soloi,
b_podandus,
c_sis,
b_anazaribus,
b_cocussus,
b_faustinopolis,
c_alexandretta,
b_alexandretta,
b_qurus,
b_baghras,
c_tall_hamid,
b_adana,
b_mallus,
b_tall_hamid,
b_al-haruniya,
b_ayas,
d_seleucia,
c_seleucia,
b_seleukia,
b_corycus,
b_claudiopolis_SELEUCIA,
c_anamur,
b_anemurium,
b_selinus,
b_adrassos,
k_eretnid,
k_anatolia,
d_coloneia,
c_colonea,
b_colonea,
b_kheranion,
b_satala,
b_sinoria,
b_nicopolis_ARM,
c_neokaisareia,
b_neocaesara,
b_hypseie,
d_elbistan,
c_ablastha,
b_ablastha,
b_dalanda,
b_osdara,
c_lycandus,
b_lykandos,
b_comana_LYK,
b_arabissus,
d_sebasteia,
c_sebasteia,
b_sebasteia,
b_sebastopolis,
b_agranai,
b_pedachtoe,
b_kamisa,
c_satala,
b_tephrice,
b_arguvan,
c_tzamandos,
b_malandra,
b_armaxa,
b_dasmenda,
c_azysia,
b_euspena,
b_karnalis,
b_gauraina,
b_tanadaris,
d_anatolia,
c_lycaonia,
b_ikonion,
b_ouasada,
b_mistea,
b_lystra,
b_pappa,
b_katakekaumene,
c_pacatiana,
b_aezani,
b_nakoleia,
b_docimium,
b_synnada,
b_akrainos,
c_pisidia,
b_sozopolis,
b_sagalassus,
b_parlais,
c_selge,
b_selge,
b_adada,
b_kaklouma,
c_galatia_salutaris,
b_polybotus,
b_germa_anatolia,
b_pessinus,
b_tyraion,
c_philomelium,
b_philomelium,
b_amorion,
b_antiochia,
b_neapolis,
c_isauria,
b_isaura,
b_laranalia,
b_derbe,
b_barata,
d_cappadocia,
c_cappadocia,
b_tyana,
b_comitanassus,
b_cybistra,
c_archelais,
b_nazianzus,
b_garsaura,
c_lower_galatia,
b_parnassos,
b_aspona,
b_kinna,
d_charsianon,
c_charsianon,
b_charsianon,
b_therma,
b_euaissa,
b_galatia,
b_soanda,
b_aspona_CHA,
c_realgalatia,
b_tabia,
b_ecobrogis,
c_kaisereia,
b_kaisereia,
b_herpha,
c_kyzistra,
b_kyzistra,
b_zeila_CHA,
b_arasaxa,
k_sicily,
d_sicily,
c_palermo,
b_palermo,
b_trapani,
b_calatafimi,
b_mazara,
c_geraci,
b_geraci,
b_cefalu,
c_messina,
b_paternosicily,
b_messina,
b_catania,
c_siracusa,
b_syracusa,
b_lentini,
c_trapani,
b_aderno,
b_castrogiovanni,
b_caltanisetta,
c_agrigento,
b_butera,
b_agricento,
b_caltagirone,
c_malta,
b_malta,
d_benevento,
c_benevento,
b_benevento,
b_buonalbergo,
b_gesualdo,
b_montemarono,
c_loritello,
b_larino,
b_sant_severo,
b_vico,
c_foggia,
b_monte_sant_angelo,
b_venosa,
b_siponto,
b_vieste,
d_venosa,
d_napoli,
c_napoli,
b_napoli,
b_accera,
b_pozzuoli,
b_ischia,
c_amalfi,
b_sorrento,
b_nocera,
b_amalfi,
d_capua,
c_capua,
b_aversa,
b_nola,
b_capua,
c_molise,
b_molise,
b_campobasso,
b_isernia,
c_alife,
b_alife,
b_avellino,
d_gaeta,
c_fondi,
b_fondi,
b_gaeta,
c_aquino,
b_aquino,
b_pontecorvo,
b_cassino,
d_atri,
c_abruzzi,
b_teramo,
b_calascio,
b_penne_aprutio,
b_atri,
c_lanciano,
b_manopello,
b_lanciano,
b_cluieli,
c_marsi,
b_celano,
b_albe,
b_avezzano,
d_bari,
c_bari,
b_bari,
b_conversano,
b_monopoli,
c_andria,
b_andria,
b_trani,
d_tarent,
c_taranto,
b_taranto,
b_gallipoli_puglia,
b_nardo,
c_lecce,
b_lecce,
b_brindisi,
b_orlanto,
d_apulia,
c_apulia,
b_potenza,
b_melfi,
b_acerenza,
c_marsico,
b_marsico,
b_stigliano,
c_camarda,
b_gravina,
b_matera,
b_camarda,
d_salerno,
c_salerno,
b_salerno,
b_eboli,
b_capaccio,
b_maratea,
d_calabria,
c_reggio_calabria,
b_gerace,
b_reggio_calabria,
b_tropea,
c_cosenza,
b_cosenza,
b_rossano,
b_castrovillari,
b_belvedere,
c_rossano,
b_squilluce,
b_cotrone,
b_severina,
k_venice,
d_venice,
c_venezia,
b_venezia,
c_veneto,
b_mestre,
b_chioggia,
b_malamacco,
k_pontus,
d_cherson,
c_kerch,
b_mangup,
b_yamboli,
b_yalta,
c_theodosia,
b_sukdak,
,
b_theodosia,
b_alouston,
d_armeniac,
c_helenopontus,
b_gadilon,
b_amisos,
b_oinaion,
c_sinope,
b_sinope,
b_zagora,
c_euchaita,
b_euchaita,
b_pimolisa,
b_andrapa,
b_magnopolis,
b_carissa,
c_zela,
b_amaseia,
b_pteria,
b_comana_pontica,
b_zela,
d_chaldia,
c_trebizond,
b_trebizond,
b_hyspiratis,
b_tzanikha,
c_acampse,
b_rhizus,
b_hamamashen,
b_archabis,
c_cerasus,
b_cerasus,
b_polemonium,
b_koralla,
,
k_armenia,
d_dzopk,
c_mesopotamia,
b_tzimisca,
b_koloberd,
b_balu,
c_karin,
b_camacha,
b_keltzine,
d_melitene,
c_melitene,
b_melitene,
b_arsamosata,
b_arca,
c_samosata,
b_samosata,
b_bahasna,
d_mesopotamia,
c_theodosiopolis,
b_theodosiopolis,
b_mardali,
b_derzene,
c_dzopk,
b_martyropolis,
b_bingol,
c_sper,
b_speri,
b_baeberdon,
b_varzahan,
d_taron,
c_taron,
b_musch,
b_qulb,
c_turuberan,
b_manzikert,
b_varto,
b_khinisi,
d_vaspurakan,
c_vaspurakan,
b_van,
b_berkri,
b_maku,
b_hadamakert,
c_persarmenia,
b_tatvan,
b_akhtamar,
c_apahunik,
b_khlat,
b_bitlis,
b_arjesh,
d_georgia,
c_lori,
b_lori,
b_bolnisi,
b_dmanisi,
c_gardman,
b_gardman,
b_tovuz,
c_dzoraget,
b_mahkanaberd,
b_haghbat,
b_kayan,
d_suenik,
c_suenik,
b_hrasekaberd,
b_garni,
b_jermuk,
b_vanevank,
b_tatev,
c_baghk,
b_kapan,
b_jugha,
b_baghaberd,
b_naxcivan,
d_artsakh,
c_khachen,
b_khachen,
b_vararakn,
b_parnes,
b_gandzasar,
c_haband,
b_ktis,
b_goris,
b_amaras,
d_greater_armenia,
c_ani,
b_ani,
b_dlim,
b_erazgewors,
b_tekor,
b_kumayri,
c_hayk,
b_bjni,
b_ashtarak,
b_amberd,
b_yerevan,
b_geghardavank,
c_bagrewand,
b_bagaran,
b_valashkert,
b_bagavan,
b_tsalakert,
b_patnos,
c_vanand,
b_kars,
b_zariskat,
b_sevuki,
c_dvin,
b_artashat,
b_dvin,
k_georgia,
d_kartli,
c_kartli,
b_uplistsikhe,
b_mtskheta,
b_tskhinvali,
b_gori,
c_javakheti,
b_kldekari,
b_tmogvi,
b_khertvisi,
b_akhalkalaki,
c_samtskhe,
b_odzrakhe,
b_akhaltsikhe,
b_atskuri,
b_tori,
b_zarzma,
d_tao-klarjeti,
c_tao,
b_tortomi,
b_khakhuli,
b_oltisi,
c_artaani,
b_artaani,
b_taoskari,
b_kola,
c_klarjeti,
b_arthanuji,
b_petra,
b_artvini,
b_parekhi,
d_imeretia,
c_imeretia,
b_kutaisi,
b_kvara,
b_shorapann,
b_vartsikhe,
b_tsikhegoji,
c_guria,
b_batumi,
b_skhalta,
b_ozurgeti,
b_bukistsikhe,
d_racha,
c_racha,
b_kasriskari,
b_tsageri,
b_ambrolauri,
c_svaneti,
b_lentekhi,
b_seti,
d_abkhazia,
c_abkhazia,
b_tskhumi,
b_bichvinta,
b_anacopia,
c_odishi,
b_zugdidi,
b_martvili,
b_poti,
b_gudakva,
d_kakheti,
c_kakheti,
b_telavi,
b_davidgareja,
b_ujarma,
c_tbilisi,
b_tbilisi,
b_sioni,
b_rustavi,
c_tusheti,
b_keselo,
b_nektesi,
d_hereti,
c_kambechovani,
b_kharnabuji,
b_dedoplitskhara,
b_bodbe,
c_hereti,
b_zaqatala,
b_ghisi,
b_nukhpata,
b_gavazi,
k_caucasus,
d_zichia,
c_zichia,
b_bata,
b_zapaxi,
b_ulmi,
c_jiqeti,
b_nicopsia,
b_zikh,
d_alania,
c_maghas,
b_maghas,
b_etzeri,
b_betzini,
c_don_portage,
b_petigoria,
b_besinada,
b_majar,
b_cisterki,
c_cabardinia,
b_cabarda,
b_tatartopa,
k_shirvan,
d_derbent,
c_derbent,
b_derbent,
b_kuba,
d_shirvan,
c_shirvan,
b_shirvan,
b_baku,
b_maras,
b_salyan,
c_albania,
b_kabala,
b_kaghankatuyk,
c_maskat,
b_shabaran,
b_shikhlar,
c_shaki,
b_shemakha,
b_kudevan,
b_mingachevir,
d_albania,
c_aran,
b_barda,
b_paidangaran,
c_utik,
b_ganja,
b_shamkur,
k_armenian_principality,
k_old_armenia,
,
,
k_vaspurakan,
k_imereti,
k_kakheti,
k_iberia,
k_abkhazia,
k_albania_caucasus,
k_duklja,
k_armenia_minor,
k_salerno,
k_tuscan_league,
k_lombard_league,
k_cagliari,
k_arborea,
k_gallura,
k_logudoro,
,
k_genoa,
d_genoa,
c_genoa,
b_genoa,
b_rapallo,
b_chiavari,
k_pisa,
d_pisa,
c_pisa,
b_pisa,
b_livorno,
b_piombino,
k_naples,
k_italy,
d_vercelli_republic,
d_vicenza_republic,
d_verona_republic,
d_padova_republic,
d_ferrara_republic,
d_mantua_republic,
d_brescia_republic,
d_bergamo_republic,
d_milano_republic,
d_pavia_republic,
d_modena_republic,
d_reggio_republic,
d_parma_republic,
d_piacenza_republic,
d_cremona_republic,
d_asti_republic,
d_firenze_republic,
d_mantua,
c_mantua,
b_mantua,
b_redondesco,
c_novellara,
b_novellara,
b_gonzaga,
b_guastalla,
d_verona,
c_verona,
b_verona,
b_lessinia,
b_garda,
c_bassano,
b_bassano,
b_vicenza,
b_schio,
b_lonigo,
c_treviso,
b_martellago,
b_treviso,
b_ceneta,
c_belluno,
b_belluno,
b_pieve,
c_padua,
b_carrpad,
b_padua,
b_montagnana,
d_piedmonte,
c_canavese,
b_susapied,
b_turin,
b_pinerolo,
b_canavese,
c_aosta,
b_verres,
b_aosta,
b_fenis,
c_turin,
b_ivrea,
b_santhia,
b_vercelli,
b_biella,
c_novara,
b_novara,
b_pombia,
c_cuneo,
b_saluzzo,
b_cuneo,
b_racconigi,
b_mondovi,
d_monferrato,
c_bosco,
b_bosco,
b_acqui,
b_alba_di_monferrato,
c_monferrato,
b_asti,
b_chieri,
c_tortona,
b_fortunago,
b_tortona,
b_bobbio,
d_saluzzo,
d_lombardia,
c_lombardia,
b_milano,
b_lodi,
b_monza,
b_trezzo,
b_parabiago,
c_sepiro,
b_gallarate,
b_varese,
b_arona,
c_bergamo,
b_bergamo,
b_treviglio,
b_albino,
c_brescia,
b_brescia,
b_sirmione,
b_salo,
c_como,
b_como,
b_locarno,
b_lecco,
b_sondrio,
c_valtelline,
b_bormio,
b_tarasp,
b_schlanders,
c_pavia,
b_pavia,
b_voghera,
b_vigevano,
c_cremona,
b_cremona,
b_soncino,
b_crema,
d_savona,
c_savona,
b_savona,
b_finale,
c_monaco,
b_monaco,
b_castellodellalucertola,
d_parma,
c_parma,
b_parma,
b_brescello,
c_piacenza,
b_piacenza,
b_roncaglia,
b_florentiola,
d_emilia,
c_modena,
b_modena,
b_cento,
c_reggionellemilia,
b_canossa,
b_reggio_emilia,
k_sardinia,
d_corsica,
c_ajaccio,
b_ajaccio,
b_calvi,
c_bastia,
b_bastia,
b_corte,
c_vecchio,
b_bonifacio,
b_vecchio,
d_sardinia,
c_cagliari,
b_cagliari,
b_iglesias,
b_samassi,
c_arborea,
b_oristano,
b_isili,
c_gallura,
b_olbia,
b_galtelli,
c_logudoro,
b_sassari,
b_alghero,
b_porto_torres,
b_ardara,
c_tortoli,
b_tortoli,
b_carbonara,
k_tuscany,
d_lucca_republic,
d_arezzo_republic,
d_siena_republic,
d_lucca,
c_lucca,
b_lucca,
b_altopascio,
c_luni,
b_luni,
b_sarzana,
b_carrara,
c_guidi,
b_prato,
b_pistorja,
d_toscana,
c_firenze,
b_firenze,
b_fiesole,
b_impruneta,
b_empoli,
c_volterra,
b_volterra,
b_pisano,
c_arezzo,
b_arezzo,
b_vallombrosa,
b_cortona,
d_siena,
c_siena,
b_siena,
b_montalcino,
c_scialenga,
b_brolio,
b_chiusi,
c_piombino,
b_grosseto,
b_monteregio,
c_orbetello,
b_arcidosso,
b_orbetello,
b_soana,
k_romagna,
,
d_romagna,
c_ravenna,
b_ravenna,
b_lugoItaly,
b_cervia,
c_rimini,
b_gradara,
b_rimini,
b_pesaro,
c_bologna,
b_bologna,
b_cona,
b_monte_sole,
c_casentino,
b_casentino,
b_camaldoli,
b_caminate,
d_ferrara,
c_ferrara,
b_ferrara,
b_pomposa,
b_comacchio,
c_polesine,
b_rovigo,
b_este,
b_adria,
d_urbino,
c_urbino,
b_urbino,
b_civitas_castelli,
b_cagli,
b_gubbio,
c_montefeltro,
b_montefeltro,
b_sanmarino,
d_ancona,
c_ancona,
b_ancona,
b_iesi,
b_recanati,
b_macerata,
c_fermo,
b_fermo,
b_ascoli_piceno,
d_spoleto,
c_spoleto,
b_spoleto,
b_assissi,
b_terni,
c_camerino,
b_camerino,
b_tolentino,
c_orvieto,
b_orvieto,
b_perugia,
d_latium,
c_roma,
b_roma,
b_albano,
b_ostia,
b_vaticano,
b_palo,
b_tivoli,
c_viterbo,
b_viterbo,
b_paterno,
b_sutri,
b_civitavecchia,
c_nerola,
b_nerola,
b_arce,
b_rieti,
b_farfa,
b_segni,
c_tivoli,
b_tusculum,
b_velletri,
b_terracina,
k_danelaw,
k_daneland,
k_geats,
k_iceland,
k_sweden,
d_svealand,
c_upland,
b_sigtuna,
b_uppsala,
b_enescopinge,
b_osthammar,
c_gastrikland,
b_gavle,
b_oklabo,
b_odmarden,
c_sodermannaland,
b_strigines,
b_talje,
b_nykopung,
b_sundby,
b_birkevik,
c_aland,
b_sund,
b_jomala,
d_bergslagen,
c_vastmanland,
b_vaestraaros,
b_arbuga,
b_skynzekkeberge,
b_fernabo,
c_varmland,
b_tingvalla,
b_friskdal,
b_vase,
b_farnebo,
c_dalarna,
b_mor,
b_molungr,
b_orsa,
b_lima,
c_dalabergslagen,
b_falene,
b_norrbarke,
b_henamorum,
b_leksand,
d_vastergotland,
c_vastergotland,
b_lodose,
b_falkoping,
b_kungahalla,
b_opensten,
b_kindaholm,
c_skara,
b_lacko,
b_skara,
b_varnhem,
c_dal,
b_dalaborg,
b_tisselskog,
c_nordmark,
b_nordmark,
b_josse,
b_gillberg,
d_ostergotland,
c_ostergotland,
b_sudherkopung,
b_hamarkinda,
b_vreta,
b_norrkoping,
c_kinda,
b_liunga,
b_skanninge,
c_narke,
b_orabro,
b_riseberga,
b_noraskog,
d_smaland,
c_more,
b_kalmar,
b_hogsby,
b_torsas,
c_sevede,
b_stegholm,
b_hulingsryd,
b_vimmerby,
c_varend,
b_vaxjo,
b_allbo,
b_kinnevald,
b_norrvidinge,
b_uppvidinge,
c_njudung,
b_wisinghnso,
b_jonkoping,
b_hultaby,
b_eksjo,
c_finnveden,
b_warnnamo,
b_liongby,
c_oland,
b_borgholm,
b_eketorp,
d_norrland,
c_halsingland,
b_norale,
b_baldanas,
b_farila,
b_dilsbo,
c_vasterbotten,
b_grundasund,
b_ubmeje,
b_biton,
b_arviesjavrrie,
b_julevu,
c_medelpad,
b_seilanger,
b_hafra,
b_lidh,
b_hedanger,
c_angermanland,
b_solatumum,
b_sioboradh,
b_neteru,
d_gotland,
c_gutland,
b_wysbu,
b_garna,
b_burss,
b_faroo,
k_sapmi,
d_aarjetje,
c_jahkamakke,
b_jahkamakke,
b_sirkas,
b_tuorpon,
b_sjokksjokk,
c_sjeltie,
b_sjeltie,
b_gaaltoe,
b_vualtjere,
c_ubmejeiednuo,
b_uddjaur,
b_ume,
b_lusspie,
c_biton,
b_luokta,
b_arjepluovve,
c_lais,
b_lais,
b_semisjaur,
,
,
c_kittila,
b_kittal,
b_suadigil,
b_roavvenjarga,
c_torne,
b_vettanen,
b_ylikainuu,
b_kangos,
d_duortnoseatnu,
c_siggevara,
b_siggevara,
b_suondavara,
c_rounala,
b_rounala,
b_guovdageaidnu,
b_iesjavri,
c_karasjohka,
b_karasjohka,
b_laggujakka,
d_giemajohka,
c_aanaarjavri,
b_aanaarjavri,
b_peldojavri,
b_suenekele,
c_sombio,
b_sombio,
b_kemijavri,
c_kitka,
b_kitka,
b_kuusama,
d_guoldat,
c_west_kiilt,
b_kiilt,
,
b_koardegk,
b_maselk,
,
c_peaccam,
b_peaccam,
,
b_suonnjel,
,
c_akkel,
b_akkel,
,
b_cukksual,
,
b_koutajoki,
b_lujavvr,
c_east_kiilt,
b_lejjavvr,
b_arsjogk,
c_jovvkuj,
b_jovvkuj,
,
b_kintus,
,
b_sosnevke,
,
k_denmark,
d_sjaelland,
c_sjaelland,
b_roskilde,
b_helsingora,
b_hafn,
b_naestved,
b_slagelse,
c_fyn,
b_odense,
b_svendborg,
b_middelfart,
c_lolland_falster,
b_nykobing,
b_nakskov,
d_skane,
c_skane,
b_lund,
b_trelleborg,
b_tommerup,
b_goinge,
b_helsingborg,
c_halland,
b_halmstad,
b_onsala,
b_laholm,
c_bornholm,
b_ronne,
c_blekinge,
b_bregne,
b_ronneby,
b_lister,
b_avaskar,
d_jylland,
c_aarhus,
b_aarhus,
b_jelling,
b_djursland,
c_viborg,
b_viborg,
b_ormstrup,
c_ringkobing,
b_ringkobing,
b_holstebro,
b_ycost,
b_tarm,
c_aalborg,
b_aalborg,
b_lindholm,
b_randros,
d_slesvig,
c_slesvig,
b_hedeby,
b_aabenraa,
b_husumbro,
c_vorbasse,
b_vorbasse,
b_taulov,
b_kolding,
c_ribe,
b_ribe,
b_varde,
b_strand,
k_norway,
d_trondelag,
c_trandheim,
b_nidaros,
b_eynafylki,
b_verdala,
c_gauldala,
b_gauldala,
b_stjordala,
d_viken,
c_vingulmork,
b_oslosyslar,
b_austfold,
b_borgarsyslar,
b_romerriki,
b_ski,
c_raniriki,
b_bagahus,
b_ranariki,
b_uddevalla,
c_vestfold,
b_tunsberg,
b_skiringssal,
b_drafn,
b_ringariki,
c_telemark,
b_telemark,
b_heddall,
b_numedall,
d_agder,
c_nedenes,
b_arendall,
b_raaboigde,
b_aarak,
c_agdeside,
b_ottrunes,
b_norwegian_lister,
b_heiane,
d_vestlandi,
c_rogalandi,
b_jatharr,
b_ryfylki,
b_haugelandi,
c_hordalandi,
b_bjorgvin,
b_northrihordalandi,
b_sunnhordalandi,
b_hardanger,
b_voss,
c_sogn,
b_sognfylki,
b_stolsheimen,
b_bremanger,
b_dale,
b_fjarlandi,
d_trandalog,
c_sunmore,
b_sunnmore,
b_raumsdali,
c_norwegian_more,
b_northri_more,
b_hitrar,
c_firdafylki,
b_firdafylki,
b_jolster,
d_dalir,
c_hedmork,
b_hedmork,
b_valdres,
b_stange,
c_gudbrandsdalir,
b_suthri_gudbrandsdali,
b_northri_gudbrandsdali,
b_dovre,
b_orkdala,
c_eystridalir,
b_northri_eystridali,
b_suthri_eystridali,
d_halogaland,
c_vastvag,
b_vastvagborg,
b_bjarkoy,
b_vagan,
c_bothin,
b_bothin,
b_rodoy,
b_aarborte,
b_sandnes,
c_namdalfylki,
b_utan_namdal,
b_innan_namdal,
b_torgar,
b_grong,
d_iceland,
c_vestisland,
b_reykjavik,
b_vestfirdir,
b_olafsvik,
c_austisland,
b_reydarfjall,
b_hofn,
c_nordrland,
b_husavik,
b_vopnafjordur,
c_sudurland,
b_stokkseyri,
b_klaustur,
d_northern_isles,
c_orkney,
b_kirkwall,
c_faereyar,
b_torshavn,
c_shetland,
b_scalloway,
d_jamtland,
c_jamtfir,
b_froso,
b_graftavallen,
b_skalstugan,
b_ardda,
b_krokar,
c_morarna,
b_morarna,
b_ostavall,
b_ragunda,
c_helgum,
b_helgum,
b_indal,
b_finnforsar,
b_follinge,
c_harjadalen,
b_tanna,
b_storsjo,
b_sveg,
k_finland,
d_finland,
c_finland,
b_turku,
b_rikala,
b_rauma,
c_nyland,
b_porvoo,
b_espoo,
b_raseborg,
b_vehkalahti,
c_satakunta,
b_ulvila,
b_liinmaa,
b_telja,
b_pirkkala,
c_messukyla,
b_messukyla,
b_ruovesi,
c_tavasts,
b_hameenlinna,
b_somero,
b_lahti,
d_savo,
c_olavinlinna,
b_olavinlinna,
b_sulkava,
b_suoparsaari,
b_mikkeli,
b_tohmajarvi,
c_sysma,
b_sysma,
b_paijala,
b_konnevesi,
c_pielinen,
b_pielinen,
b_keitele,
d_pohjanmaa,
c_oulu,
b_oulu,
b_liminka,
b_puolanka,
b_veteli,
c_kemi,
b_duortnus,
b_galaseatnu,
b_giempa,
b_iijoki,
c_pedersore,
b_pedersore,
b_vuohijarvi,
c_mustasaari,
b_mustasaari,
b_merikarvia,
b_levanluhta,
c_kainuu,
b_kajaani,
b_nuokkijarvi,
d_karelia,
c_kakisalmi,
,
b_kakisalmi,
,
b_koivisto,
,
b_rautu,
c_viipuri,
b_viipuri,
b_parikkala,
b_savitaipale,
c_sortavala,
,
b_sortavala,
b_kidila,
b_tovajarvi,
c_salinis,
b_salinis,
b_suojarvi,
c_onega,
b_onegaborg,
b_soutjarvi,
b_aunus,
c_viena,
b_kem,
b_soma,
b_tungut,
b_kuusema,
c_kontupohja,
b_kontupohja,
b_lizmajarvi,
b_vatselanjarvi,
b_seesjarvi,
k_livonia,
,
k_lithuania,
d_lithuanians,
c_kernave,
b_kernave,
b_vilnius,
b_medininkai,
b_salcininkai,
c_deltuva,
b_deltuva,
b_giedraiciai,
b_vilkmerge,
c_asmena,
b_asmena,
b_alsenai,
b_iuje,
b_kreva,
c_utena,
b_utena,
b_tauragnai,
b_svencionys,
c_grodno,
b_lida,
b_astryna,
d_trakai,
c_trakai,
b_trakai,
b_aliten,
b_kaunas,
b_merkine,
b_valkininkai,
c_angerburg,
b_suvalkai,
b_panemune,
b_vilkaviskis,
b_sejny,
c_yatvyagi,
b_grodno,
b_druskieniki,
b_sokolka,
d_samogitia,
c_raseiniai,
b_raseiniai,
b_jurbarkas,
b_veliuona,
b_kedainiai,
c_scalovia,
b_ragnit,
b_tilsit,
c_memel,Kłajpeda
b_memel,Kłajpeda
b_taurage,
c_palanga,
b_palanga,
b_medeniken,
b_telsiai,
c_siauliai,
b_siauliai,
b_upyte,
b_birzai,
k_prussia,
d_prussia,
c_malbork,
b_elblag,
b_marienburg,
b_graudenz,
b_wislana,
c_wormditt,
b_wormditt,
b_mohrungen,
b_braunsberg,
c_natangia,
b_laukitten,
b_paterswalde,
b_ostlandsberg,
c_konigsberg,
b_konigsberg,
b_labiau,
c_bartenstein,
b_lautenburg,
b_bartenstein,
b_insterburg,
b_rastenburg,
d_masuria,
c_torun,
b_kulm,
b_torun,
b_briesen,
c_osterode,
b_eylau,
b_brodnica,
b_osterode,
c_allenstein,
b_allenstein,
b_lotzen,
b_lyck,
b_angerburg,
b_ortelsburg,
b_niedenburg,
k_esthonia,
d_osel_wiek,
c_osel,
b_kuressare,
b_maasilinna,
b_muhu,
b_hiiumaa,
c_wiek,
b_hapsal,
b_leal,
d_esthonia,
c_reval,
b_reval,
b_harjumaa,
b_jarva,
c_narva,
b_narva,
b_wesenburg,
d_zemigalia,
c_zemigalians,
b_mitau,
b_bauska,
b_dobele,
b_neuenburg,
c_selpils,
b_selpils,
b_oknist,
d_courland,
c_bandava,
b_piltene,
b_bandava,
b_ceklis,
c_vanemane,
b_dundaga,
b_kandava,
c_grobin,
b_grobin,
b_duvzare,
d_lettigale,
c_jersika,
b_jersika,
b_jekabpils,
c_west_dvina,
b_daugavpils,
b_rezekne,
d_latgalians,
c_talava,
b_valmiera,
b_venden,
b_rauna,
c_kokenois,
b_kokenois,
b_cesvaine,
b_lennewarden,
c_aluksne,
b_aluksne,
b_gulbene,
d_livonia,
c_toreida,
b_riga,
b_uxkull,
b_iksile,
c_vidzeme,
b_lemisele,
b_salacgriva,
c_livs,
b_parnu,
b_viljandi,
b_alistegunde,
c_dorpat,
b_tartu,
b_poltsamaa,
b_vastseliina,
b_valga,
k_sorbia,
k_moravia,
,
,
k_winideheim,
k_poland,
d_sandomierz,
c_sandomierska,
b_sandomierz,
b_opatow,
b_kielce,
b_olesnica_MPL,
b_checiny,
c_lubelska,
b_lublin,
b_parczew,
b_goraj,
b_urzedow,
c_tarnowska,
b_tarnow,
b_mielec,
b_baranow,
c_stezycka,
b_stezyca,
b_lukow,
c_radomska,
b_radom,
b_opoczno,
b_ilza,
b_szydlowiec,
d_lesser_poland,
c_krakowska,Krakov
b_krakow,Krakov
b_olsztyn,Olštýn
b_czestochowa,Čenstochová
