k_cilician,Cilician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_cilicia,Cilicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_cilicia,Cilicia,re-localized as Tarsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tarsus,Tarsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_soloi,Soloi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_podandus,Podandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_sis,Sis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_anazaribus,Anazaribus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cocussus,Cocussus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_faustinopolis,Faustinopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_alexandretta,Alexandretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_alexandretta,Alexandretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_qurus,Qurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_baghras,Baghras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_tall_hamid,Tall_hamid,re-localized as Adana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_adana,Adana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_mallus,Mallus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tall_hamid,Tall_hamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_al-haruniya,Al-haruniya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ayas,Ayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_seleucia,Seleucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_seleucia,Seleucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_seleukia,Seleukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_corycus,Corycus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_claudiopolis_SELEUCIA,Claudiopolis_SELEUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_anamur,Anamur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_anemurium,Anemurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_selinus,Selinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_adrassos,Adrassos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_eretnid,Eretnid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_anatolia,Anatolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_coloneia,Coloneia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_colonea,Colonea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_colonea,Colonea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kheranion,Kheranion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_satala,Satala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sinoria,Sinoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nicopolis_ARM,Nicopolis_ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_neokaisareia,Neokaisareia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_neocaesara,Neocaesara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_hypseie,Hypseie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_elbistan,Elbistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_ablastha,Ablastha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ablastha,Ablastha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_dalanda,Dalanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_osdara,Osdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lycandus,Lycandus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lykandos,Lykandos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_comana_LYK,Comana_LYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_arabissus,Arabissus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_sebasteia,Sebasteia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_sebasteia,Sebasteia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sebasteia,Sebasteia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sebastopolis,Sebastopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_agranai,Agranai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_pedachtoe,Pedachtoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kamisa,Kamisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_satala,Satala,Re-localized as Tephrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tephrice,Tephrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_arguvan,Arguvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_tzamandos,Tzamandos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_malandra,Malandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_armaxa,Armaxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_dasmenda,Dasmenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_azysia,Azysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_euspena,Euspena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_karnalis,Karnalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gauraina,Gauraina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tanadaris,Tanadaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_anatolia,Anatolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lycaonia,Lycaonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ikonion,Ikonion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ouasada,Ouasada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_mistea,Mistea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lystra,Lystra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_pappa,Pappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_katakekaumene,Katakekaumene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_pacatiana,Pacatiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aezani,Aezani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nakoleia,Nakoleia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_docimium,Docimium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_synnada,Synnada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_akrainos,Akrainos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_pisidia,Pisidia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sozopolis,Sozopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sagalassus,Sagalassus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_parlais,Parlais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_selge,Selge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_selge,Selge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_adada,Adada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kaklouma,Kaklouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_galatia_salutaris,Galatia_salutaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_polybotus,Polybotus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_germa_anatolia,Germa_anatolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_pessinus,Pessinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tyraion,Tyraion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_philomelium,Philomelium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_philomelium,Philomelium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_amorion,Amorion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_antiochia,Antiochia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_neapolis,Neapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_isauria,Isauria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_isaura,Isaura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_laranalia,Laranalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_derbe,Derbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_barata,Barata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_cappadocia,Cappadocia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_cappadocia,Cappadocia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tyana,Tyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_comitanassus,Comitanassus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cybistra,Cybistra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_archelais,Archelais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nazianzus,Nazianzus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_garsaura,Garsaura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lower_galatia,Lower_galatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_parnassos,Parnassos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aspona,Aspona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kinna,Kinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_charsianon,Charsianon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_charsianon,Charsianon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_charsianon,Charsianon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_therma,Therma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_euaissa,Euaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_galatia,Galatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_soanda,Soanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aspona_CHA,Aspona_CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_realgalatia,Realgalatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tabia,Tabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ecobrogis,Ecobrogis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_kaisereia,Kaisereia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kaisereia,Kaisereia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_herpha,Herpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_kyzistra,Kyzistra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kyzistra,Kyzistra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_zeila_CHA,Zeila_CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_arasaxa,Arasaxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_sicily,Sicily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_sicily,Sicily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_palermo,Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_palermo,Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_trapani,Trapani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_calatafimi,Calatafimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_mazara,Mazara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_geraci,Geraci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_geraci,Geraci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cefalu,Cefalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_messina,Messina,re-localized as Paterno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_paternosicily,Paternosicily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_messina,Messina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_catania,Catania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_siracusa,Siracusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_syracusa,Syracusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lentini,Lentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_trapani,Trapani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aderno,Aderno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_castrogiovanni,Castrogiovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_caltanisetta,Caltanisetta,Caltanissetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_agrigento,Agrigento,re-localized as Butera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_butera,Butera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_agricento,Agricento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_caltagirone,Caltagirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_malta,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_malta,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_benevento,Benevento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_benevento,Benevento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_benevento,Benevento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_buonalbergo,Buonalbergo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gesualdo,Gesualdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_montemarono,Montemarono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_loritello,Loritello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_larino,Larino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sant_severo,Sant_severo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_vico,Vico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_foggia,Foggia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_monte_sant_angelo,Monte_sant_angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_venosa,Venosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_siponto,Siponto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_vieste,Vieste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_venosa,Venosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_napoli,Napoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_napoli,Accera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_napoli,Napoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_accera,Accera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_pozzuoli,Pozzuoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ischia,Ischia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_amalfi,Amalfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sorrento,Sorrento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nocera,Nocera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_amalfi,Amalfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_capua,Capua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_capua,Capua,re-localized as Aversa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aversa,Aversa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nola,Nola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_capua,Capua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_molise,Molise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_molise,Molise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_campobasso,Campobasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_isernia,Isernia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_alife,Alife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_alife,Alife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_avellino,Avellino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_gaeta,Gaeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_fondi,Fondi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_fondi,Fondi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gaeta,Gaeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_aquino,Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aquino,Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_pontecorvo,Pontecorvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cassino,Cassino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_atri,Atri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_abruzzi,Abruzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_teramo,Teramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_calascio,Calascio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_penne_aprutio,Penne_aprutio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_atri,Atri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lanciano,Lanciano,re-localized as Manopello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_manopello,Manopello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lanciano,Lanciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cluieli,Cluieli,Chieti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_marsi,Marsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_celano,Celano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_albe,Albe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_avezzano,Avezzano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_bari,Bari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_bari,Bari,re-localized as Conversano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bari,Bari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_conversano,Conversano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_monopoli,Monopoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_andria,Andria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_andria,Andria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_trani,Trani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_tarent,Tarent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_taranto,Taranto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_taranto,Taranto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gallipoli_puglia,Gallipoli_puglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nardo,Nardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lecce,Lecce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lecce,Lecce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_brindisi,Brindisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_orlanto,Orlanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_apulia,Apulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_apulia,Apulia,re-localized as Melfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_potenza,Potenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_melfi,Melfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_acerenza,Acerenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_marsico,Marsico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_marsico,Marsico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_stigliano,Stigliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_camarda,Camarda,re-localized as Gravina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gravina,Gravina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_matera,Matera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_camarda,Camarda,re-localized as Roseto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_salerno,Salerno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_salerno,Salerno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_salerno,Salerno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_eboli,Eboli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_capaccio,Capaccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_maratea,Maratea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_calabria,Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_reggio_calabria,Reggio_calabria,re-localized as Gerace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gerace,Gerace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_reggio_calabria,Reggio_calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_tropea,Tropea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_cosenza,Cosenza,re-localized as Tarsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cosenza,Cosenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_rossano,Rossano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_castrovillari,Castrovillari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_belvedere,Belvedere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_rossano,Rossano,re-localized as Catanzaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_squilluce,Squilluce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cotrone,Cotrone,Crotone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_severina,Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_venice,Venice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_venice,Venice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_venezia,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_venezia,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_veneto,Veneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_mestre,Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_chioggia,Chioggia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
